x,y,k,s
48.4311619039287,3.983896519652915,0,51.74833333333333
48.58711504742902,4.179247361670069,0,51.99829999999999
48.74306819092935,4.374598203687224,0,52.24826666666666
48.899021334429676,4.569949045704378,0,52.49823333333333
49.05497447793,4.765299887721532,0,52.7482
49.21092762143033,4.960650729738687,0,52.99816666666666
49.366880764930656,5.156001571755841,0,53.24813333333333
49.52283390843098,5.351352413772995,0,53.498099999999994
49.67878705193131,5.546703255790149,0,53.74806666666666
49.834740195431635,5.742054097807304,0,53.998033333333325
49.99069333893196,5.937404939824458,0,54.248
50.14662952462804,6.127052863166902,-0.11760555098200635,54.49353333333333
50.3079762309998,6.312119524617662,-0.11760555098200635,54.739066666666666
50.474598931966895,6.492450621104025,-0.11760555098200635,54.9846
50.64635870248178,6.667895797926356,-0.11760555098200635,55.23013333333333
50.82311233436123,6.838308774119384,-0.11760555098200635,55.47566666666666
51.00471245568911,7.00354746441691,-0.11760555098200635,55.721199999999996
51.191007653690654,7.163474097718268,-0.11760555098200635,55.96673333333333
51.38184260097596,7.317955331957775,-0.11760555098200635,56.212266666666665
51.577058185047285,7.466862365281369,-0.11760555098200635,56.4578
51.77649164096239,7.610071043437756,-0.11760555098200635,56.70333333333333
51.979976687043056,7.747461963294548,-0.11760555098200635,56.94886666666667
52.187343663515776,7.878920572393017,-0.11760555098200635,57.194399999999995
52.39841967396909,8.004337264458542,-0.11760555098200635,57.43993333333333
52.61302872950939,8.123607470787046,-0.11760555098200635,57.68546666666666
52.83099189549527,8.236631747431275,-0.11760555098200635,57.931
53.052127440727915,8.343315858114195,-0.11760555098200635,58.17653333333333
53.2762509889731,8.443570852800406,-0.11760555098200635,58.422066666666666
53.50317567268866,8.537313141860018,-0.11760555098200635,58.6676
53.73271228882907,8.624464565763208,-0.11760555098200635,58.913133333333334
53.964669456597306,8.704952460247302,-0.11760555098200635,59.15866666666666
54.19885377701245,8.778709716902075,-0.11760555098200635,59.404199999999996
54.43506999416004,8.845674839122754,-0.11760555098200635,59.64973333333333
54.673121157990565,8.905791993384035,-0.11760555098200635,59.895266666666664
54.91280878853063,8.959011055792445,-0.11760555098200635,60.1408
55.15393304136962,9.005287653878124,-0.11760555098200635,60.38633333333333
55.39629287428399,9.044583203591287,-0.11760555098200635,60.63186666666667
55.63968621486035,9.076864941472444,-0.11760555098200635,60.877399999999994
55.88391012897734,9.102105951969609,-0.11760555098200635,61.12293333333333
56.12876099000616,9.120285189879674,-0.11760555098200635,61.36846666666666
56.3740346485883,9.131387497895286,-0.11760555098200635,61.614
56.60867333921643,9.138615731449605,0,61.848749999999995
